"product_class_id","product_id","brand_name","product_name","SKU","SRP","gross_weight","net_weight","recyclable_package","low_fat","units_per_case","cases_per_pallet","shelf_width","shelf_height","shelf_depth"
58,648,"Bravo","Bravo Turkey Noodle Soup",62369256615.00,NT$2.72,12.50,11.50,1,0,5,11,21.30,4.13,14.50
58,649,"Bravo","Bravo Beef Soup",21993824839.00,NT$2.55,17.20,14.20,0,1,15,14,8.85,8.08,17.40
62,650,"Bravo","Bravo Canned Peas",84712808728.00,NT$1.55,17.50,15.50,1,1,17,6,21.10,8.36,4.22
58,651,"Bravo","Bravo Chicken Ramen Soup",66987923979.00,NT$0.80,15.00,13.00,0,1,19,14,11.00,7.36,4.38
93,652,"Bravo","Bravo Canned Tuna in Water",98944674134.00,NT$1.67,10.70,9.69,1,0,23,14,20.20,16.20,17.60
93,653,"Bravo","Bravo Canned Tuna in Oil",63142644762.00,NT$2.78,9.71,7.71,1,1,28,13,15.70,11.90,17.30
94,654,"Bravo","Bravo Large Canned Shrimp",64337161183.00,NT$2.17,10.80,7.80,0,0,29,7,13.80,16.70,3.85
95,655,"Bravo","Bravo Fancy Canned Anchovies",87772898077.00,NT$2.31,8.33,5.32,0,1,5,11,15.00,8.05,8.90
96,656,"Bravo","Bravo Fancy Canned Clams",34303050637.00,NT$3.85,20.40,17.30,1,0,16,6,8.12,13.60,6.99
97,657,"Bravo","Bravo Fancy Canned Oysters",50878683924.00,NT$2.12,19.80,18.70,0,1,2,6,6.03,14.90,11.50
98,658,"Bravo","Bravo Fancy Canned Sardines",56646602749.00,NT$2.68,6.44,5.44,1,0,28,5,9.18,9.84,12.60
58,659,"Bravo","Bravo Rice Soup",18557872176.00,NT$3.21,15.80,14.80,1,1,1,10,18.60,11.80,19.10
3,660,"Applause","Applause Canned Mixed Fruit",48180714249.00,NT$2.80,6.96,3.96,1,1,2,7,5.24,15.90,3.76
3,661,"Applause","Applause Canned Peaches",69329749941.00,NT$2.34,19.00,17.00,0,0,20,6,9.29,20.40,14.30
89,662,"Prelude","Prelude Rosy Sunglasses",13573201298.00,NT$2.30,21.50,19.50,1,0,29,9,14.20,4.22,5.44
103,663,"Akron","Akron Eyeglass Screwdriver",93960003256.00,NT$1.76,11.40,10.30,1,0,19,11,15.80,4.70,18.40
102,664,"Akron","Akron City Map",73539090752.00,NT$1.74,8.24,6.23,0,0,18,12,19.90,10.00,19.40
15,665,"Gorilla","Gorilla Low Fat Cottage Cheese",33163658976.00,NT$1.57,8.79,6.78,0,0,21,8,20.30,17.80,19.30
14,666,"Gorilla","Gorilla Low Fat Sour Cream",95882642865.00,NT$0.89,14.50,12.50,0,1,19,7,10.10,17.40,16.90
14,667,"Gorilla","Gorilla Sour Cream",90842847228.00,NT$2.66,21.20,20.20,1,0,5,11,15.80,7.02,16.70
11,668,"Gorilla","Gorilla Jack Cheese",32799597382.00,NT$3.93,21.90,18.80,1,0,27,14,19.80,11.70,5.87
11,669,"Gorilla","Gorilla Muenster Cheese",51878396868.00,NT$1.80,19.40,18.30,1,1,3,8,11.50,15.30,18.40
11,670,"Gorilla","Gorilla String Cheese",29170783162.00,NT$1.79,18.20,15.20,1,1,14,6,8.36,13.20,3.16
11,671,"Gorilla","Gorilla Low Fat String Cheese",76508650183.00,NT$2.93,20.80,19.70,1,1,29,7,11.60,17.00,19.20
11,672,"Gorilla","Gorilla Havarti Cheese",23038802742.00,NT$3.34,13.30,10.30,1,1,20,8,16.50,16.80,10.90
11,673,"Gorilla","Gorilla Head Cheese",15712305903.00,NT$2.74,18.20,17.20,0,0,13,7,11.60,19.60,16.30
11,674,"Gorilla","Gorilla Cheese Spread",21480224728.00,NT$3.18,21.10,20.10,1,1,30,9,10.00,7.90,4.79
11,675,"Gorilla","Gorilla Sharp Cheddar Cheese",97293624281.00,NT$3.59,13.10,10.10,1,1,24,13,22.60,16.50,9.17
11,676,"Gorilla","Gorilla Mild Cheddar Cheese",72299309372.00,NT$3.29,8.86,6.85,1,1,5,10,22.00,8.70,14.90
15,677,"Gorilla","Gorilla Large Curd Cottage Cheese",93448345065.00,NT$2.96,8.58,6.57,1,0,16,5,10.10,14.20,7.27
76,678,"Gorilla","Gorilla 2% Milk",68670495152.00,NT$3.69,14.30,13.30,1,0,3,14,21.10,7.13,14.80
76,679,"Gorilla","Gorilla Buttermilk",59057297110.00,NT$1.49,20.30,17.20,1,0,31,12,9.60,6.43,13.00
76,680,"Gorilla","Gorilla Chocolate Milk",62538514733.00,NT$1.47,13.40,10.30,1,0,3,12,15.20,22.60,15.10
76,681,"Gorilla","Gorilla 1% Milk",22163082957.00,NT$2.30,9.43,8.43,1,0,20,11,13.00,5.66,6.42
76,682,"Gorilla","Gorilla Whole Milk",60979936718.00,NT$0.61,10.40,7.39,1,0,14,9,16.20,16.80,21.10
6,683,"Gorilla","Gorilla Strawberry Yogurt",79842271208.00,NT$2.16,8.58,5.57,1,0,20,9,7.16,21.10,6.70
6,684,"Gorilla","Gorilla Blueberry Yogurt",21799021363.00,NT$0.68,9.71,7.71,1,1,18,12,16.70,7.13,13.10
81,685,"Cutting Edge","Cutting Edge Chicken Hot Dogs",75996991991.00,NT$1.53,18.20,17.20,0,1,9,7,20.10,15.70,4.84
91,686,"Cutting Edge","Cutting Edge Pimento Loaf",53289378285.00,NT$1.82,12.50,9.50,1,0,34,10,4.10,5.65,8.50
91,687,"Cutting Edge","Cutting Edge Beef Bologna",65508074164.00,NT$0.97,7.67,4.67,0,0,35,13,3.52,7.82,4.38
91,688,"Cutting Edge","Cutting Edge Low Fat Bologna",12038226723.00,NT$2.37,12.90,11.80,0,1,13,9,22.30,18.40,19.60
81,689,"Cutting Edge","Cutting Edge Turkey Hot Dogs",94711729884.00,NT$1.76,21.90,19.80,1,0,7,12,8.13,12.60,16.20
81,690,"Cutting Edge","Cutting Edge Foot-Long Hot Dogs",10479648709.00,NT$1.44,6.68,5.67,0,1,34,8,22.40,20.70,17.80
16,691,"Cutting Edge","Cutting Edge Low Fat Cole Slaw",86293048262.00,NT$2.85,9.66,6.65,0,0,34,14,19.70,15.70,16.30
16,692,"Cutting Edge","Cutting Edge Cole Slaw",37396603226.00,NT$1.55,6.19,4.19,1,1,23,9,6.78,16.90,14.10
77,693,"Cutting Edge","Cutting Edge Roasted Chicken",82447769045.00,NT$1.99,15.60,14.60,0,1,25,6,14.90,16.70,15.50
8,694,"Cutting Edge","Cutting Edge Corned Beef",92789090275.00,NT$2.95,11.20,9.19,0,1,29,11,5.75,5.61,3.81
8,695,"Cutting Edge","Cutting Edge Sliced Turkey",83175892233.00,NT$3.52,12.90,9.89,1,1,3,13,14.30,12.60,7.68
8,696,"Cutting Edge","Cutting Edge Sliced Ham",75176396965.00,NT$0.72,19.60,17.60,1,1,24,9,20.00,22.20,7.48
16,697,"Cutting Edge","Cutting Edge Potato Salad",34800965189.00,NT$1.33,8.47,7.47,1,1,35,8,5.31,19.50,10.30
8,698,"Cutting Edge","Cutting Edge Sliced Chicken",73617818951.00,NT$2.33,6.86,4.86,1,1,28,9,21.00,18.60,12.60
66,699,"Jumbo","Jumbo Small Brown Eggs",92480153441.00,NT$1.42,21.70,19.70,0,1,4,7,17.80,16.60,17.30
66,700,"Jumbo","Jumbo Large Brown Eggs",10534773468.00,NT$2.68,7.38,5.38,1,0,2,11,17.10,4.83,3.73
66,701,"Jumbo","Jumbo Small Eggs",88634874224.00,NT$0.75,8.94,6.93,0,0,23,11,8.51,5.22,12.60
66,702,"Jumbo","Jumbo Large Eggs",65927260518.00,NT$3.84,21.90,18.80,0,1,29,13,6.16,13.00,5.41
66,703,"Jumbo","Jumbo Egg Substitute",23265127539.00,NT$2.97,7.62,5.61,1,0,3,13,15.50,15.60,9.28
34,704,"Imagine","Imagine Low Fat Waffles",90773978829.00,NT$1.63,8.41,7.40,1,0,1,12,9.62,14.80,15.90
110,705,"Imagine","Imagine Orange Popsicles",83447481989.00,NT$0.88,12.20,9.19,0,0,30,12,11.50,12.00,9.09
100,706,"Imagine","Imagine Frozen Chicken Breast",89215400815.00,NT$3.46,11.00,8.00,0,1,24,9,15.60,22.00,11.70
29,707,"Imagine","Imagine Frozen Pancakes",51126670241.00,NT$1.87,16.70,14.70,1,1,10,8,6.58,14.90,19.30
63,708,"Imagine","Imagine Low Fat French Fries",26132355332.00,NT$3.68,9.79,8.78,1,1,33,9,22.00,5.80,3.43
64,709,"Imagine","Imagine Frozen Sausage Pizza",47281391024.00,NT$0.57,16.90,14.80,1,1,16,5,18.50,15.40,10.50
34,710,"Imagine","Imagine Blueberry Waffles",81524842381.00,NT$1.19,15.30,13.30,1,0,1,10,3.07,22.20,7.96
63,711,"Imagine","Imagine Fajita French Fries",71911644339.00,NT$2.89,13.80,10.80,1,0,3,9,15.90,3.56,7.83
34,712,"Imagine","Imagine Waffles",75392861962.00,NT$3.87,7.20,4.19,1,0,27,10,15.30,11.10,16.70
64,713,"Imagine","Imagine Frozen Pepperoni Pizza",23800389170.00,NT$3.46,11.00,9.00,0,1,25,8,8.89,18.40,4.83
64,714,"Imagine","Imagine Frozen Cheese Pizza",62617242932.00,NT$2.70,16.20,15.20,1,0,33,7,8.67,13.50,15.00
64,715,"Imagine","Imagine Frozen Mushroom Pizza",81479577422.00,NT$1.55,6.88,4.88,1,1,24,13,4.45,17.60,12.30
34,716,"Imagine","Imagine Apple Cinnamon Waffles",89534197449.00,NT$1.81,6.27,5.26,0,0,3,6,12.00,15.60,4.45
60,717,"Imagine","Imagine Frozen Carrots",77634298205.00,NT$3.92,15.20,12.10,1,1,20,6,17.40,12.00,11.00
10,718,"Imagine","Imagine Turkey TV Dinner",54926684498.00,NT$2.32,15.00,13.00,1,1,13,10,8.79,17.80,12.90
10,719,"Imagine","Imagine Chicken TV Dinner",12264551520.00,NT$2.45,14.40,13.30,1,1,32,5,6.51,10.30,22.50
10,720,"Imagine","Imagine Beef TV Dinner",48794704079.00,NT$0.86,9.18,7.18,0,1,10,13,12.70,16.80,16.00
28,721,"Imagine","Imagine Pancake Mix",41468207240.00,NT$2.26,14.80,11.80,1,0,20,11,15.10,10.90,3.57
110,722,"Imagine","Imagine Grape Popsicles",10648906826.00,NT$2.83,20.20,18.20,0,1,27,8,12.60,19.30,13.80
63,723,"Imagine","Imagine Home Style French Fries",62560176253.00,NT$0.51,17.60,14.60,1,1,30,6,22.60,18.30,13.90
110,724,"Imagine","Imagine Lime Popsicles",37565861344.00,NT$2.94,19.30,17.20,0,0,34,6,21.10,10.90,20.30
9,725,"Imagine","Imagine Ice Cream",58714897036.00,NT$1.49,7.33,5.32,0,0,4,14,21.90,14.80,3.48
9,726,"Imagine","Imagine Ice Cream Sandwich",92958348393.00,NT$3.21,8.47,6.47,0,1,5,9,20.10,19.60,10.00
60,727,"Imagine","Imagine Frozen Cauliflower",83345150351.00,NT$1.91,21.00,19.00,1,1,8,8,6.41,20.80,10.40
60,728,"Imagine","Imagine Frozen Broccoli",86826367974.00,NT$1.89,17.10,15.10,0,1,26,10,19.40,6.38,8.54
60,729,"Imagine","Imagine Frozen Corn",22548806071.00,NT$1.72,17.70,15.70,1,1,4,12,17.20,7.89,12.50
60,730,"Imagine","Imagine Frozen Peas",85267789959.00,NT$1.72,9.39,7.39,1,1,30,11,5.75,10.90,17.10
9,731,"Imagine","Imagine Popsicles",92913083434.00,NT$3.81,13.70,10.60,0,0,9,11,9.89,4.82,20.10
100,732,"Imagine","Imagine Frozen Chicken Thighs",10967703461.00,NT$0.91,9.91,7.90,1,0,9,7,21.80,17.00,8.21
100,733,"Imagine","Imagine Frozen Chicken Wings",89067804217.00,NT$1.95,16.60,13.60,1,1,2,11,15.50,3.33,20.50
110,734,"Imagine","Imagine Lemon Popsicles",66360190510.00,NT$0.63,19.10,16.10,0,0,10,14,20.50,7.11,11.50
78,735,"Consolidated","Consolidated Silky Smooth Hair Conditioner",89795927405.00,NT$1.47,6.51,4.51,0,0,13,8,17.40,5.13,15.30
39,736,"Consolidated","Consolidated Tartar Control Toothpaste",60228210091.00,NT$2.13,10.10,7.10,0,0,23,10,15.70,5.38,19.10
39,737,"Consolidated","Consolidated Whitening Toothpast",52901713252.00,NT$1.28,11.60,9.60,1,0,2,8,20.90,4.36,8.75
39,738,"Consolidated","Consolidated Toothpaste",58669632077.00,NT$1.85,7.12,4.11,1,0,34,8,16.70,19.50,5.17
39,739,"Consolidated","Consolidated Deodorant",51295928359.00,NT$2.38,10.70,8.69,1,0,2,6,14.90,19.80,9.03
79,740,"Consolidated","Consolidated Conditioning Shampoo",26301613450.00,NT$1.97,12.50,10.50,0,0,13,12,5.15,8.87,13.40
79,741,"Consolidated","Consolidated Extra Moisture Shampoo",47450649142.00,NT$0.73,16.20,14.20,0,0,4,8,3.44,9.12,17.30
88,742,"Consolidated","Consolidated Angled Toothbrush",81694100499.00,NT$2.47,11.70,10.60,0,0,14,10,19.20,4.35,13.70
79,743,"Consolidated","Consolidated Apricot Shampoo",72080902457.00,NT$0.96,9.42,7.42,1,0,27,8,19.00,15.30,19.30
70,744,"Consolidated","Consolidated Childrens Aspirin",75562120079.00,NT$3.91,13.00,11.00,1,0,1,9,17.30,15.60,3.21
70,745,"Consolidated","Consolidated Buffered Aspirin",11284558176.00,NT$0.85,8.57,6.56,1,0,27,5,13.10,10.80,19.60
71,746,"Consolidated","Consolidated 200 MG Ibuprofen",74003542065.00,NT$3.98,10.00,8.00,1,0,12,7,18.30,9.84,9.20
72,747,"Consolidated","Consolidated 200 MG Acetominifen",92865876555.00,NT$1.83,13.60,11.60,1,0,15,5,16.60,10.00,13.00
73,748,"Consolidated","Consolidated HCL Nasal Spray",65801325440.00,NT$2.20,9.19,6.18,1,0,6,10,12.40,5.32,9.48
73,749,"Consolidated","Consolidated Dishwasher Detergent",53901426196.00,NT$2.67,12.80,10.80,1,0,16,12,10.60,5.58,13.30
75,750,"Consolidated","Consolidated Multi-Symptom Cold Remedy",31193812489.00,NT$1.95,15.50,12.50,0,0,29,10,15.80,4.73,22.30
75,751,"Consolidated","Consolidated Childrens Cold Remedy",54629549384.00,NT$2.19,11.00,9.00,0,0,26,10,11.60,19.90,18.70
74,752,"Consolidated","Consolidated Laundry Detergent",91159701943.00,NT$0.85,14.70,12.60,0,0,29,8,9.90,20.20,22.60
74,753,"Consolidated","Consolidated Mint Mouthwash",17735335230.00,NT$1.89,16.50,13.50,1,0,5,14,20.00,9.24,7.08
80,754,"Cormorant","Cormorant 60 Watt Lightbulb",23503254055.00,NT$2.57,12.00,9.00,1,0,31,10,15.80,4.47,3.51
56,755,"Cormorant","Cormorant Plastic Forks",75414523482.00,NT$2.98,15.60,13.60,1,0,6,12,14.10,4.72,7.36
56,756,"Cormorant","Cormorant Plastic Spoons",15301037430.00,NT$2.68,17.10,16.10,1,0,19,9,19.30,3.70,16.90
56,757,"Cormorant","Cormorant Plastic Knives",36450073122.00,NT$1.47,20.70,18.70,0,0,29,11,17.60,3.95,20.70
101,758,"Cormorant","Cormorant C-Size Batteries",70693524479.00,NT$3.19,17.50,14.50,1,0,19,7,13.30,19.30,16.60
80,759,"Cormorant","Cormorant 100 Watt Lightbulb",61080326437.00,NT$1.89,18.00,16.00,0,0,22,11,14.40,22.70,16.50
101,760,"Cormorant","Cormorant AAA-Size Batteries",40659413933.00,NT$1.87,21.70,18.70,0,0,25,9,12.70,22.90,20.30
55,761,"Cormorant","Cormorant Paper Plates",90283982157.00,NT$1.70,18.10,16.10,0,0,4,7,12.60,13.80,6.53
55,762,"Cormorant","Cormorant Paper Cups",63002966046.00,NT$3.70,21.80,18.70,0,0,36,6,10.90,14.00,10.30
80,763,"Cormorant","Cormorant 75 Watt Lightbulb",57963170409.00,NT$2.55,6.32,5.32,1,0,5,14,12.00,17.40,10.20
22,764,"Cormorant","Cormorant Toilet Bowl Cleaner",89919920563.00,NT$3.81,15.90,13.80,0,0,32,7,8.31,19.00,4.20
22,765,"Cormorant","Cormorant Counter Cleaner",18998720049.00,NT$1.92,19.60,16.60,0,0,36,6,6.60,19.20,8.06
22,766,"Cormorant","Cormorant Glass Cleaner",20193236470.00,NT$0.62,20.10,18.10,1,0,3,9,7.71,22.60,7.91
80,767,"Cormorant","Cormorant 25 Watt Lightbulb",43628973364.00,NT$1.45,16.90,15.80,1,0,2,8,12.50,3.52,8.92
101,768,"Cormorant","Cormorant AA-Size Batteries",80159125924.00,NT$2.76,20.50,18.50,0,0,12,9,10.80,3.77,12.70
101,769,"Cormorant","Cormorant D-Size Batteries",96734759211.00,NT$0.59,21.00,20.00,0,0,9,9,11.90,7.13,12.60
18,770,"Cormorant","Cormorant Paper Towels",12502678036.00,NT$1.83,8.73,6.72,0,0,18,11,10.20,7.38,16.40
18,771,"Cormorant","Cormorant Soft Napkins",64413947463.00,NT$1.12,21.10,20.10,1,0,26,5,10.10,18.20,22.60
18,772,"Cormorant","Cormorant Scented Tissue",39419632554.00,NT$1.94,6.95,4.94,1,0,28,9,11.10,21.70,21.90
18,773,"Cormorant","Cormorant Toilet Paper",26240512728.00,NT$0.71,10.60,7.60,1,0,32,7,9.45,22.00,5.80
18,774,"Cormorant","Cormorant Tissues",60483964085.00,NT$2.45,6.11,4.11,1,0,29,7,5.25,17.20,22.20
18,775,"Cormorant","Cormorant Scented Toilet Tissue",50870766043.00,NT$0.95,20.70,19.70,1,0,7,13,18.20,9.38,22.60
20,776,"Cormorant","Cormorant Room Freshener",30449853539.00,NT$3.89,6.21,4.21,1,0,17,6,3.41,8.36,12.20
40,777,"Cormorant","Cormorant Frying Pan",80074421763.00,NT$3.72,17.70,15.70,1,0,8,11,19.20,3.59,8.64
87,778,"Cormorant","Cormorant Copper Cleaner",52793405652.00,NT$2.72,21.30,19.20,1,0,18,13,17.50,3.84,12.50
47,779,"Cormorant","Cormorant Bees Wax Candles",47753610014.00,NT$1.81,8.09,5.09,0,0,30,11,22.60,3.00,21.50
87,780,"Cormorant","Cormorant Silver Cleaner",79710360169.00,NT$2.84,19.50,18.50,0,0,21,7,18.40,18.20,17.90
86,781,"Cormorant","Cormorant Copper Pot Scrubber",43908330798.00,NT$3.95,7.24,5.23,0,0,31,9,16.70,18.40,21.80
85,782,"Cormorant","Cormorant Economy Toilet Brush",99983676075.00,NT$2.34,9.02,7.02,1,0,36,11,6.86,7.50,6.25
41,783,"Cormorant","Cormorant Scissors",33419412970.00,NT$2.47,12.60,11.60,1,0,10,13,5.15,7.76,10.10
42,784,"Cormorant","Cormorant Large Sponge",69949565529.00,NT$0.52,8.17,7.17,1,0,1,9,20.90,22.90,6.53
41,785,"Cormorant","Cormorant Screw Driver",86525198817.00,NT$2.28,9.63,8.63,1,0,21,10,6.13,21.90,16.00
65,786,"Footnote","Footnote Extra Lean Hamburger",92293117642.00,NT$0.97,13.20,11.10,0,0,25,9,4.42,22.20,19.90
65,787,"Footnote","Footnote Seasoned Hamburger",54204387068.00,NT$1.49,13.00,11.00,0,1,32,11,7.55,7.00,11.70
104,788,"Excel","Excel Monthly Sports Magazine",29210072159.00,NT$0.55,21.00,19.00,0,0,24,8,9.98,21.10,18.60
108,789,"Excel","Excel Monthly Auto Magazine",50359107851.00,NT$3.62,19.70,18.70,1,0,12,7,21.40,22.10,19.00
107,790,"Excel","Excel Monthly Computer Magazine",84602559208.00,NT$0.77,12.40,9.39,1,0,28,8,3.61,19.40,6.37
105,791,"Excel","Excel Monthly Home Magazine",62304272055.00,NT$2.15,8.39,6.39,0,0,16,7,22.90,13.60,17.60
106,792,"Excel","Excel Monthly Fashion Magazine",41883359551.00,NT$2.13,7.10,5.09,1,0,13,6,14.40,14.60,18.00
61,793,"Ebony","Ebony Summer Squash",91507927775.00,NT$2.85,12.00,11.00,0,0,26,11,16.70,11.30,6.94
61,794,"Ebony","Ebony Corn on the Cob",64226911664.00,NT$1.20,7.26,6.26,0,1,21,6,5.14,14.60,10.30
61,795,"Ebony","Ebony Asparagus",59187116026.00,NT$0.96,21.60,20.60,0,1,12,11,20.60,20.30,20.10
61,796,"Ebony","Ebony Sweet Peas",91143866181.00,NT$1.32,6.29,5.28,1,1,28,5,16.50,8.45,16.80
61,797,"Ebony","Ebony New Potatos",55341836810.00,NT$2.19,7.96,4.96,1,1,8,8,5.76,22.10,5.72
61,798,"Ebony","Ebony Beets",32634223103.00,NT$2.71,14.60,11.60,0,1,6,5,9.78,11.70,10.50
61,799,"Ebony","Ebony Prepared Salad",79972090125.00,NT$2.84,20.80,18.70,1,0,30,12,3.16,10.20,22.90
61,800,"Ebony","Ebony Onions",81383071541.00,NT$3.26,11.50,9.50,1,1,16,11,7.37,8.78,22.70
61,801,"Ebony","Ebony Green Pepper",74056574702.00,NT$2.65,10.80,8.80,0,0,21,6,17.60,15.70,22.20
61,802,"Ebony","Ebony Shitake Mushrooms",79824493527.00,NT$2.99,12.40,10.30,1,1,30,13,18.20,6.14,13.60
61,803,"Ebony","Ebony Lettuce",65637893080.00,NT$3.51,21.40,19.30,0,1,18,13,4.15,9.25,5.21
61,804,"Ebony","Ebony Elephant Garlic",40643578171.00,NT$2.21,7.48,4.48,0,0,6,7,6.92,16.30,6.44
61,805,"Ebony","Ebony Red Pepper",61792613863.00,NT$2.88,16.90,13.80,0,1,14,9,14.30,20.50,7.88
61,806,"Ebony","Ebony Garlic",72133935093.00,NT$2.60,8.10,6.10,1,0,32,13,21.10,13.50,7.53
61,807,"Ebony","Ebony Potatos",62520737051.00,NT$1.41,21.10,20.10,0,0,33,13,8.70,6.98,22.80
61,808,"Ebony","Ebony Cauliflower",30882783532.00,NT$1.39,19.40,17.30,1,0,6,9,14.10,18.20,15.20
61,809,"Ebony","Ebony Tomatos",80507351756.00,NT$1.22,18.70,16.70,1,1,4,7,5.12,20.70,14.70
61,810,"Ebony","Ebony Mushrooms",29324205517.00,NT$0.57,21.70,19.70,1,0,22,13,12.50,10.10,10.60
61,811,"Ebony","Ebony Baby Onion",48186540007.00,NT$2.97,17.40,15.30,1,0,26,14,11.30,15.60,11.30
61,812,"Ebony","Ebony Dried Mushrooms",80143290162.00,NT$3.34,20.90,18.80,1,0,28,11,21.00,21.70,17.10
61,813,"Ebony","Ebony Fresh Lima Beans",44341260790.00,NT$1.45,14.30,11.30,1,0,30,8,9.16,21.50,18.60
61,814,"Ebony","Ebony Squash",21633647084.00,NT$1.73,18.70,16.70,0,0,3,9,21.50,21.00,9.13
99,815,"Ebony","Ebony Limes",68971514105.00,NT$0.92,11.70,9.69,0,0,8,7,8.60,17.40,10.70
67,816,"Ebony","Ebony Firm Tofu",15501666665.00,NT$2.29,17.30,15.20,1,1,4,10,21.10,6.01,15.70
1,817,"Ebony","Ebony Almonds",98175169825.00,NT$1.68,17.20,14.20,1,1,8,6,21.00,15.10,15.10
99,818,"Ebony","Ebony Macintosh Apples",68560245633.00,NT$1.35,21.50,19.50,1,0,34,11,15.20,3.51,15.60
99,819,"Ebony","Ebony Golden Delcious Apples",54373645186.00,NT$2.77,18.50,16.50,1,0,10,13,3.95,10.20,20.90
99,820,"Ebony","Ebony Red Delcious Apples",95477200150.00,NT$0.70,7.36,5.36,0,0,2,13,20.40,15.30,11.30
99,821,"Ebony","Ebony Lemons",50528365969.00,NT$1.91,7.65,5.65,1,0,28,14,22.70,10.00,15.60
99,822,"Ebony","Ebony Fancy Plums",60869687199.00,NT$1.86,18.40,17.30,0,1,9,6,7.27,16.60,14.10
99,823,"Ebony","Ebony Plums",51256489157.00,NT$3.43,7.28,6.28,1,1,25,13,13.80,16.10,22.00
99,824,"Ebony","Ebony Peaches",54737706780.00,NT$2.11,19.30,16.20,1,1,9,5,4.02,19.10,20.50
61,825,"Ebony","Ebony Broccoli",14362275004.00,NT$2.83,20.00,18.00,1,1,31,6,8.76,19.40,9.70
99,826,"Ebony","Ebony Mandarin Oranges",41962087750.00,NT$1.83,9.79,7.78,1,0,29,11,9.83,6.84,14.70
1,827,"Ebony","Ebony Mixed Nuts",60824422240.00,NT$0.95,8.29,7.28,1,0,20,6,22.30,10.30,4.66
1,828,"Ebony","Ebony Canned Peanuts",68879042267.00,NT$1.29,19.40,17.30,0,1,32,8,10.90,22.40,3.04
61,829,"Ebony","Ebony Sweet Onion",56979143023.00,NT$2.17,15.60,14.60,0,1,21,7,12.80,20.20,13.60
99,830,"Ebony","Ebony Cantelope",34271529316.00,NT$2.45,8.11,7.10,0,0,9,8,18.80,17.80,12.70
99,831,"Ebony","Ebony Honey Dew",81609396338.00,NT$1.58,8.79,6.78,0,1,2,8,4.84,20.40,6.91
99,832,"Ebony","Ebony Fuji Apples",28139548897.00,NT$3.24,15.00,13.00,0,0,32,13,7.02,11.10,11.80
1,833,"Ebony","Ebony Walnuts",20813052058.00,NT$2.39,18.80,16.70,0,0,25,10,9.68,3.90,5.01
99,834,"Ebony","Ebony Oranges",26580970883.00,NT$2.96,9.96,7.96,0,1,32,5,17.50,10.20,14.60
99,835,"Ebony","Ebony Tangerines",78492240309.00,NT$3.49,13.40,12.30,0,0,17,13,16.10,17.40,7.97
1,836,"Ebony","Ebony Party Nuts",84476624131.00,NT$1.18,20.90,17.80,1,1,8,9,6.30,20.40,7.49
24,837,"Curlew","Curlew Lox",15625659823.00,NT$1.62,8.97,6.97,0,0,19,13,6.38,8.74,10.60
2,838,"Curlew","Curlew Scallops",49869111180.00,NT$2.58,6.87,3.86,0,1,4,10,20.40,17.80,8.06
45,839,"Nationeel","Nationeel Low Fat Cookies",40255913138.00,NT$0.66,14.40,11.30,0,0,2,7,20.60,15.30,5.07
12,840,"Nationeel","Nationeel BBQ Potato Chips",43737130761.00,NT$1.37,17.00,16.00,1,0,34,8,4.38,16.80,11.10
12,841,"Nationeel","Nationeel Corn Chips",93361698985.00,NT$1.85,10.40,7.39,1,1,18,6,12.10,18.90,22.60
12,842,"Nationeel","Nationeel Low Fat BBQ Chips",42178552746.00,NT$3.20,18.90,16.80,1,0,33,10,6.91,4.21,16.80
45,843,"Nationeel","Nationeel Sugar Cookies",61040887236.00,NT$2.94,8.24,6.23,1,0,22,6,14.30,18.10,9.56
45,844,"Nationeel","Nationeel Chocolate Chip Cookies",69095507264.00,NT$3.31,17.10,14.10,1,0,22,10,11.30,20.10,13.60
45,845,"Nationeel","Nationeel Fudge Cookies",45978567004.00,NT$1.42,7.31,5.30,1,1,8,7,16.10,19.80,5.99
45,846,"Nationeel","Nationeel Fudge Brownies",23270953297.00,NT$1.71,16.30,13.20,0,0,31,9,11.80,19.60,5.07
12,847,"Nationeel","Nationeel Potato Chips",70608820319.00,NT$3.84,19.70,17.70,1,0,4,8,11.50,20.10,8.37
45,848,"Nationeel","Nationeel Lemon Cookies",17138972878.00,NT$2.26,13.90,12.80,0,0,23,5,16.40,14.40,7.04
45,849,"Nationeel","Nationeel Graham Crackers",99812476038.00,NT$1.65,8.31,6.31,0,0,31,12,9.02,7.69,8.19
82,850,"Nationeel","Nationeel Cheese Crackers",15580394864.00,NT$1.33,7.17,6.17,0,1,18,6,15.90,20.10,10.40
54,851,"Nationeel","Nationeel Buttered Popcorn",67491664290.00,NT$2.51,9.31,6.31,0,1,7,5,6.93,12.70,19.10
54,852,"Nationeel","Nationeel No Salt Popcorn",42497349381.00,NT$0.69,8.63,6.63,0,1,15,9,16.00,21.80,11.20
54,853,"Nationeel","Nationeel Low Fat Popcorn",94361411929.00,NT$3.88,10.60,8.60,0,1,28,6,5.90,12.00,15.40
83,854,"Nationeel","Nationeel Salsa Dip",38604863286.00,NT$1.60,10.90,7.89,1,0,11,8,17.70,14.50,12.20
83,855,"Nationeel","Nationeel Avocado Dip",28991665244.00,NT$2.41,10.20,8.19,0,1,25,5,16.90,18.00,21.70
46,856,"Nationeel","Nationeel Salted Pretzels",32472882866.00,NT$2.39,15.50,13.50,1,1,9,8,14.30,17.60,17.00
