device_dev_name,device_family_name,device_hashed_mac,device_os_name,device_type_name,device_vendor_name,event_protocol_id,event_flow_outbound_or_inbound,event_role_device_or_router,event_role_server_or_client,event_rule_category,event_rule_id,event_rule_name,event_rule_reference,event_rule_severity,event_self_ipv4,event_time,router_ip
Windows,Computer,65f9757fe148750801d76bfe6640439fbfabad5a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.1.240,12/13/2016 14:29,17.118.188.193
Windows,Computer,9e3822cf787d6622b6af42762123266fcf89b0ec,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.215,12/4/2016 22:17,198.254.118.239
Windows,Computer,b99755e5303c4fbcd6fd68a2aa126b5d04091e9b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.112,12/5/2016 9:50,236.91.254.121
Mac OS X,Computer,c983a53ccaa5f21b6953174453370ec0181e30f7,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.30,12/6/2016 19:56,160.195.78.140
Windows,Computer,adf89535b4a342d5d78f19e4524775936e2d5375,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.49,12/18/2016 21:55,172.253.10.17
Windows,Computer,dccbdde588a0dbafdc05de2a76e893dcae1871f9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.141,12/1/2016 23:13,9.45.56.234
Windows,Computer,384f0875270133a71c4af30dd30eff134d4a1ce5,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.119,12/6/2016 6:02,208.83.254.1
Windows,Computer,b9ab50aad1291fcc2ac20e309be7b52d42dbe404,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.47,12/29/2016 21:24,165.127.147.149
Windows 7,Computer,ecd81b2a1df2231bba6ec7e0f433a7bf07225711,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.87,12/22/2016 2:06,188.235.240.242
Windows,Computer,33ab8e81c4ac0b8a07e91ddf1435b95cf5c33bdd,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.17,12/2/2016 18:57,162.17.231.195
Windows,Computer,6dc791b8db39cfab345f29e554afeee4ab3a2c41,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.2.69,12/6/2016 15:05,50.43.25.70
Windows,Computer,a81b6bc4c1c0ed087231b8c32543039865812b83,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.38,12/10/2016 9:28,200.110.187.232
Windows,Computer,b090e988df295162c64442a61174ffe504295211,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.54,12/31/2016 17:39,55.155.5.121
Android 4.2-5.1,Handheld,3930874ec5c0e870ff950fb5842f5dd4ab5bf73c,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.1.64,12/5/2016 23:15,214.121.218.195
Linux,Computer,ceae60f5628c4fbb4f6cd59ff3aed6501d0ac0a5,Linux,Desktop/Laptop,Others,6,outbound,device,client,Access Control,1130078,WEB GNU Bash Remote Code Execution -8 (CVE-2014-6271),CVE-2014-6271; msf; CVE-2014-7169; CVE-2014-7169; CVE-2014-7186; CVE-2014-7187; CVE-2014-6277; CVE-2014-6278,5,192.168.1.23,12/2/2016 1:43,201.106.169.18
Android 6.0,Handheld,bba9bcb37c0471dc283392df08d728d112539f99,Android 6.0,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.225,12/6/2016 5:02,41.18.243.219
Windows,Computer,f58e3e5a18bf94fa147bc587c783111cf2db66e0,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.150,12/24/2016 9:08,182.233.204.236
Windows,Computer,f748cdc8cba0669c2bb63827b59aa6293f748a77,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.83,12/22/2016 7:46,2001:558:6033:ba:3ca7:5a51:793f:ae50
Windows,Computer,cba30264be0174e80c2de99cb22e2f6ebd532f8b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.59,12/5/2016 19:18,157.204.196.211
Windows 7,Computer,393bba64029c0ceb7e0f69badbc230a9501f8574,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.13.180,12/13/2016 13:13,139.104.7.78
Mac OS X,Computer,bfaba2c2bc9ce650af3507fb59ca55f152d440fd,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.14,12/22/2016 16:32,52.146.226.73
Windows,Computer,0552f0b253739fcb8c9a7c5657d2bb63ca2755ba,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.246,12/26/2016 3:07,139.78.117.128
Xbox,Game Console,6da8053db13614979505630aac2fe94fb91ae685,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.138,12/18/2016 1:48,38.144.143.187
NETGEAR NTV300,Smart TV &  Set-top box,0780b9a384b300ea35d9db7ccea8a3bc48eeeb20,Others,SmartTV,NETGEAR,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.134,12/29/2016 17:19,157.46.237.178
Windows,Computer,3e8cf9bd8bdb3ae5028aa41ce024c0407394b3ab,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.191,12/16/2016 6:36,210.160.85.185
Windows,Computer,a008d42a2ea5b993b9fabbc083915b0d27939417,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.111,12/26/2016 2:28,16.184.82.186
Windows 7,Computer,1c119835883d3699c0277bd2b145d00155f0942f,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.199,12/9/2016 13:01,8.208.4.187
Windows,Computer,918eeec108ad1450a8b38db20670d6341b4319de,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.10,12/20/2016 17:31,172.250.24.51
Windows,Computer,577ed786d4eb9bbdacbf3bd20eecde9953e30d11,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.31,12/3/2016 13:07,250.102.177.130
Windows,Computer,1407fb6709898a9d7b3a8981e003b16c15d86d35,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.71,12/13/2016 6:46,95.101.73.44
Android 4.2-5.1,Handheld,da77c21cf1addf24609da19bac1615283c2f5688,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.87,12/1/2016 6:00,21.20.7.91
Windows,Computer,855aa8f92279418c239e344dcfce361b91005b75,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.175,12/23/2016 23:22,197.134.203.160
Mac OS X,Computer,0cb3e607f7050f2d9a352bd296e8ad47f2c9f5a5,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.120,12/6/2016 2:06,162.106.12.30
Windows,Computer,53118e13ef84566ec84c28675f560b9bda159899,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.137,12/24/2016 17:11,208.75.126.226
Windows,Computer,763b14a4f65c342cc9a74d744c3a255616eec60e,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.48,12/3/2016 17:38,244.204.20.223
Windows,Computer,753b5723641987da16622f3d191f5d8fbab2a30d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.2,12/3/2016 12:59,183.226.204.1
Windows 7,Computer,5daf09e7513d0d55caf94c3734ad58a588de58a0,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,10.47.10.34,12/20/2016 8:42,166.196.235.190
Nokia Internet Tablet,Handheld,16cc0a7f791cf2633338505d7c4155716978f867,Maemo,PDA,Maemo,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,192.168.11.57,12/2/2016 14:14,170.41.50.228
Windows,Computer,ef03f47abb2280746c072e660bb19c85d37d96c5,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1059877,WEB Directory Traversal -8,CVE-2012-5972; CVE-2013-2097; CVE-2013-4547; CVE-2015-2995; msf,5,10.10.10.123,12/12/2016 17:14,51.32.76.216
Windows,Computer,aa8dba0fdc69ae0e5ae4717b7c1f36b8cfeb0e2c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1057878,WEB Apache Struts Wildcard Matching OGNL Code Execution -2 (CVE-2013-2134),CVE-2013-2134,5,192.168.1.31,12/22/2016 3:03,158.20.184.176
Windows,Computer,4205bc4813f8f0b4d8dcc3bc953e76031878a469,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.155,12/18/2016 14:58,121.132.197.116
Windows,Computer,03c1040740f3d95f885fa4ef76055c723bc94b6b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.136,12/21/2016 10:15,2a02:c7f:b803:7200::1
Windows,Computer,9ee46252e056aed303253b352b18516152d9f432,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.229,12/16/2016 15:51,165.121.113.46
Windows 2000,Computer,ec9a7ee48278718418340e2c4d8795f3f1a324a0,Windows 2000,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.7,12/7/2016 14:20,169.92.105.22
Windows 7,Computer,4b544b8f5c365d8e986dafc829a07dde9476fbb3,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.4,12/29/2016 19:52,172.254.251.144
Windows,Computer,35eab9f4d78e1d65df91d21e8861f223d5fc6b0e,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.117,12/21/2016 13:09,199.103.235.116
Windows,Computer,cff06d9e2bf80874a76438393f0b9448ff17a767,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.241,12/26/2016 12:29,147.126.40.38
Windows,Computer,3ee5ffe1e8dfb237798dc3435f82293c9d0f91c0,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,10.0.1.100,12/20/2016 22:31,177.161.37.136
Xbox,Game Console,1591b27773433493e08d1ad00a687a158450d1a0,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.2.101,12/7/2016 17:31,151.6.132.114
Windows,Computer,6de83d4e9cb7a07cf381721b73ebe912722d10c2,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.122,12/17/2016 15:27,174.162.62.55
Windows,Computer,0cf890505805deb89e4eef79f30ef5b936d74ea8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.204,12/10/2016 7:56,55.70.194.105
Windows,Computer,e620182e47cd9427ba1092afced740631e12886f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.3.49,12/10/2016 8:59,205.25.168.191
Windows,Computer,1407fb6709898a9d7b3a8981e003b16c15d86d35,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.71,12/8/2016 7:00,94.212.39.119
Windows,Computer,8251c29ada518af8ef3a549b84f13ae237931a1c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.172,12/10/2016 4:42,162.151.24.118
Android 4.2-5.1,Handheld,1fb253199835e46f723bb4c50c0c8812ae745192,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.114,12/16/2016 13:28,163.2.79.191
Windows,Computer,918eeec108ad1450a8b38db20670d6341b4319de,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.11,12/7/2016 2:25,177.203.125.101
Windows,Computer,28c592fddae74e069b2820d7d21812b59b0dc3b5,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.204,12/31/2016 3:33,154.224.163.183
Windows,Computer,59a53ff97d73a9140b2c3d7a8a50780b5cbfb83f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.125,12/19/2016 13:12,177.215.24.33
FirefoxOS Mobile,Handheld,311285c11a1d9b55d7f933f3fe78ce59574a28df,Firefox OS,Smartphone,Mozilla,6,outbound,device,client,Access Control,1059877,WEB Directory Traversal -8,CVE-2012-5972; CVE-2013-2097; CVE-2013-4547; CVE-2015-2995; msf,5,192.168.2.28,12/26/2016 8:27,15.144.85.79
Android 4.2-5.1,Handheld,ed4d8dc01ffe5e8da74bb7e55944a79b67053a9e,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.153,12/5/2016 14:59,113.171.158.149
Windows,Computer,e14cfad3db47397ef215526012e5fcafedf57579,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.35,12/8/2016 8:05,170.161.27.146
Windows,Computer,c137421394670e65ffdfda5b67fafe70a4fa57ba,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.22.241,12/3/2016 13:04,54.164.246.253
Windows,Computer,e0c7f32464ed4afe62d623ec61c400d911a02b7f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.117,12/22/2016 19:39,38.165.29.61
Windows 8/10,Computer,60f48f74047f00fa8561edd0cd0ed1799ac873f1,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1059877,WEB Directory Traversal -8,CVE-2012-5972; CVE-2013-2097; CVE-2013-4547; CVE-2015-2995; msf,5,192.168.1.5,12/2/2016 7:37,154.226.20.236
Windows,Computer,c4f97f396d7e837e6fe071c3654df865cf5ece83,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.124,12/31/2016 0:08,7.223.92.30
Windows,Computer,8203add2e6422672cef5c88f6e73aadee034e794,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.248,12/24/2016 2:37,148.247.29.226
Windows 7,Computer,9efc9ef3cdc354c29ad135849db0c012e3ee6676,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.192,12/22/2016 2:10,194.27.36.104
Android 4.2-5.1,Handheld,e4a146c63a0743dd09460b598e28d691753a1f27,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.152,12/16/2016 11:28,205.174.99.116
Windows,Computer,2ce648b5aa0a76ecb9e987e76d83e99cb6bb89a7,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.20,12/25/2016 22:22,184.226.124.18
LG SmartTV,Smart TV &  Set-top box,174d44a7be075195dbdd0090314b66da5d95178a,Others,SmartTV,LG Corporation,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,172.26.0.59,12/18/2016 0:13,173.131.2.151
Windows,Computer,10eb5c4c5b30e147501b55d5e2d63898fa508423,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.81,12/25/2016 3:50,208.191.214.254
Android 4.2-5.1,Handheld,1bc552aa9f220f26d37e6320f53d26124eef8e68,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1059877,WEB Directory Traversal -8,CVE-2012-5972; CVE-2013-2097; CVE-2013-4547; CVE-2015-2995; msf,5,192.168.1.180,12/25/2016 4:42,52.86.33.138
Windows 7,Computer,992c71e5f704251d6139e91b7358d11214278474,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.2,12/9/2016 1:38,172.223.211.56
Windows,Computer,c02e4bc28b4b60b18d6a97067cef4b6b2c80bcd3,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.30,12/13/2016 9:49,162.181.91.233
Windows,Computer,6d5b7f7c15fd8a9c7c677a74343184cdb18b0637,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.90.62,12/7/2016 5:36,179.98.121.36
Windows,Computer,b3c348993014f1acaac33e58562c8ffff61e628f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.3.31,12/14/2016 22:03,160.11.164.140
Windows,Computer,c108039102164ceba012c08ea4aad457420171c2,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.157,12/11/2016 8:18,183.102.150.16
Windows,Computer,cfc4b760d154e34d8c536675c6d56c342e5d9f5c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.180.235,12/10/2016 4:16,208.22.13.174
Windows,Computer,3d00b60b8e0adc0d6b521d339f307b5dd1196738,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.129,12/26/2016 12:08,180.69.199.111
Windows,Computer,d12de667713bd24c40beda89e336db3a78cbc91c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.2,12/11/2016 19:36,172.157.214.73
Mac OS X,Computer,d5810fea548010a3acfc685512756c9b43b64f1c,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Access Control,1057878,WEB Apache Struts Wildcard Matching OGNL Code Execution -2 (CVE-2013-2134),CVE-2013-2134,5,192.168.1.234,12/13/2016 5:44,157.206.135.199
Windows,Computer,9c5205b360d23178880e7f7b79c5d23101708b12,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Web Attack,1131554,WEB-CLIENT Suspicious HTML Iframe Tag -4,CVE-2012-unkown,4,192.168.2.37,12/8/2016 18:56,6.213.139.23
Windows,Computer,892de9669aedba113729746c57374402419a9c3d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.79,12/28/2016 10:30,138.19.195.13
Windows 8/10,Computer,ce3ace64bf9b882b1ea780ac0d262db4d1e054ec,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.41,12/12/2016 16:18,158.188.171.117
